"tropeid","tropename"
"tr04399","Sidekick"
"tr04400","Stern Chase"
"tr04401","Stripping the Scarecrow"
"tr04402","Tattooed Crook"
"tr04403","TheBookOfTheFilm"
"tr04404","The Cape"
"tr04405","The Cowl"
"tr04406","The Highwayman"
"tr04407","Tongue Trauma"
"tr04408","Tontine"
"tr04409","VenturousSmuggler"
"tr04410","Walk the Plank"
"tr04411","We Hardly Knew Ye"
"tr04412","Witch Classic"
"tr04413","Eerie Pale-Skinned Brunette"
"tr04414","Evil Is Deathly Cold"
"tr04415","False Reassurance"
"tr04416","Historical Fiction"
"tr04417","I Am the Noun"
"tr04418","Kneel Before Frodo"
"tr04419","Knighting"
"tr04420","Leave Your Quest Test"
"tr04421","Les Collaborateurs"
"tr04422","Ominous Latin Chanting"
"tr04423","Privateer"
"tr04424","She Is the King"
"tr04425","The Empire"
"tr04426","The Heretic"
"tr04427","The High Queen"
"tr04428","Villainous Demotivator"
"tr04429","War Was Beginning"
"tr04430","We Used to Be Friends"
"tr04431","Genre Roulette"
"tr04432","Second-Act Breakup"
"tr04433","Brainless Beauty"
"tr04434","Bratty Half-Pint"
"tr04435","Fangirl"
"tr04436","Mad Love"
"tr04437","Squee!"
"tr04438","Adaptational Job Change"
"tr04439","Adaptational Nationality"
"tr04440","Age Without Youth"
"tr04441","Box Office Bomb"
"tr04442","Duet of Differences"
"tr04443","Grass Is Greener"
"tr04444","Hair-Trigger Avalanche"
"tr04445","Heroic Self-Deprecation"
"tr04446","Hidden Elf Village"
"tr04447","Ice-Cream Koan"
"tr04448","If It Bleeds, It Leads"
"tr04449","Lost World"
"tr04450","Pop-Star Composer"
"tr04451","Rapid Aging"
"tr04452","Rock Opera"
"tr04453","The Chosen One"
"tr04454","The Complainer Is Always Wrong"
"tr04455","The Outside World"
"tr04456","The Present Day"
"tr04457","The Shangri-La"
"tr04458","Utopia"
"tr04459","Welcoming Song"
"tr04460","Annoying Patient"
"tr04461","Bleak Abyss Retirement Home"
"tr04462","Bratty Teenage Daughter"
"tr04463","Elder Abuse"
"tr04464","GreyandGreyMorality"
"tr04465","Where Did We Go Wrong?"
"tr04466","Disability as an Excuse for Jerkassery"
"tr04467","Hide the Evidence"
"tr04468","Killed to Uphold the Masquerade"
"tr04469","Too Funny to Be Evil"
"tr04470","Villain Ball"
"tr04471","Vorpal Pillow"
"tr04472","Braids, Beads and Buckskins"
"tr04473","Bulungi"
"tr04474","Catch Your Death of Cold"
"tr04475","Godiva Hair"
"tr04476","Hammer and Sickle Removed for Your Protection"
"tr04477","Kayfabe"
"tr04478","Pre-emptive Declaration"
"tr04479","Secretly Dying"
"tr04480","Terse Talker"
"tr04481","To the Tune of..."
"tr04482","Town with a Dark Secret"
"tr04483","Down to the Last Play"
"tr04484","Filming for Easy Dub"
"tr04485","Opposing Sports Team"
"tr04486","Same Language Dub"
"tr04487","Artist Disillusionment"
"tr04488","Honorable Marriage Proposal"
"tr04489","Informed Ability"
"tr04490","Insufferable Genius"
"tr04491","Mistaken for Pregnant"
"tr04492","MisterMuffykins"
"tr04493","Out-of-Context Eavesdropping"
"tr04494","PullTheThread"
"tr04495","Repetitive Name"
"tr04496","Second-Act Breakup"
"tr04497","Stage Names"
"tr04498","The One That Got Away"
"tr04499","You Say Tomato"
"tr04500","SnowWhite"
"tr04501","AdultSleepsWithStuffedToy"
"tr04502","Big-Lipped Alligator Moment"
"tr04503","Don't Do Anything I Wouldn't Do"
"tr04504","EndingByAscending"
"tr04505","Knew It All Along"
"tr04506","LazilyGenderFlippedName"
"tr04507","NO INDOOR VOICE"
"tr04508","OnlySaneWoman"
"tr04509","You Need to Get Laid"
"tr04510","Your Tomcat Is Pregnant"
"tr04511","AwesomenessByAnalysis"
"tr04512","Blind Without 'Em"
"tr04513","Former Child Star"
"tr04514","Formulaic Magic"
"tr04515","Geeky Turn-On"
"tr04516","Heartbreak and Ice Cream"
"tr04517","Jungle Princess"
"tr04518","Not Distracted by the Sexy"
"tr04519","Office Romance"
"tr04520","Prima Donna Director"
"tr04521","Retroactive Recognition"
"tr04522","Savvy Guy, Energetic Girl"
"tr04523","Stage Mom"
"tr04524","Stock Footage Failure"
"tr04525","Uptight Loves Wild"
"tr04526","Hypochondria"
"tr04527","Spicy Latina"
"tr04528","Awful Truth"
"tr04529","Dear John Letter"
"tr04530","Falling-in-Love Montage"
"tr04531","Formally Named Pet"
"tr04532","French Jerk"
"tr04533","From New York to Nowhere"
"tr04534","Good-Times Montage"
"tr04535","Lying Finger Cross"
"tr04536","Manic Pixie Dream Girl"
"tr04537","Marilyn Maneuver"
"tr04538","Playing Drunk"
"tr04539","SafeBehindTheCorner"
"tr04540","Stunned Silence"
"tr04541","Sucks at Dancing"
"tr04542","That Came Out Wrong"
"tr04543","Tickle Torture"
"tr04544","Vehicular Sabotage"
"tr04545","AFateWorseThanDeath"
"tr04546","Adaptational Comic Relief"
"tr04547","Beware the Quiet Ones"
"tr04548","Blade-of-Grass Cut"
"tr04549","Book Dumb"
"tr04550","Dull Eyes of Unhappiness"
"tr04551","Dumb Is Good"
"tr04552","Fix Fic"
"tr04553","Foolish Sibling, Responsible Sibling"
"tr04554","Four Is Death"
"tr04555","From the Mouths of Babes"
"tr04556","Generational Saga"
"tr04557","Hollywood Mid-Life Crisis"
"tr04558","Like Father, Like Son"
"tr04559","No Woman's Land"
"tr04560","Offing the Offspring"
"tr04561","PastExperienceNightmare"
"tr04562","Perfectly Arranged Marriage"
"tr04563","Rape, Pillage, and Burn"
"tr04564","Sibling Yin-Yang"
"tr04565","Simple-Minded Wisdom"
"tr04566","So Beautiful, It's a Curse"
"tr04567","Sociopathic Soldier"
"tr04568","Sweet Tooth"
"tr04569","The Swarm"
"tr04570","The Un-Favourite"
"tr04571","Theme Naming"
"tr04572","Top Wife"
"tr04573","Traitor Shot"
"tr04574","Why Couldn't You Be Different?"
"tr04575","Awkward Father-Son Bonding Activity"
"tr04576","The Alcatraz"
"tr04577","Censorship Bureau"
"tr04578","Clear Their Name"
"tr04579","J'accuse !"
"tr04580","Nuclear Family"
"tr04581","Trade Your Passion for Glory"
"tr04582","Straw Character"
"tr04583","Boy Meets Ghoul"
"tr04584","Dead to Begin With"
"tr04585","Discovering Your Own Dead Body"
"tr04586","Our Ghosts Are Different"
"tr04587","Winged Soul Flies Off at Death"
"tr04588","False Confession"
"tr04589","Thinking Tic"
"tr04590","All Cloth Unravels"
"tr04591","Bar Slide"
"tr04592","ClothesEatingWager"
"tr04593","Finger Snap Lighter"
"tr04594","Genre Refugee"
"tr04595","Hanging Our Clothes to Dry"
"tr04596","Idiotic Partner Confession"
"tr04597","Innocently Insensitive"
"tr04598","Non Sequitur, *Thud*"
"tr04599","Subverted Rhyme Every Occasion"
"tr04600","Your Mime Makes It Real"
"tr04601","A Child Shall Lead Them"
"tr04602","Everything's Louder with Bagpipes"
"tr04603","Poe's Law"
"tr04604","ShrunkInTheWash"
"tr04605","George Jetson Job Security"
"tr04606","Informed Poverty"
"tr04607","Running Away to Cry"
"tr04608","Sand in My Eyes"
"tr04609","Snowball Fight"
"tr04610","Start of Darkness"
"tr04611","The Dreaded"
"tr04612","BuxomBeautyStandard"
"tr04613","Proscenium Reveal"
"tr04614","They Stole Our Act"
"tr04615","Concealment Equals Cover"
"tr04616","Double Agent"
"tr04617","Finish Dialogue in Unison"
"tr04618","Go-Karting with Bowser"
"tr04619","Hot Gypsy Woman"
"tr04620","AnonymousPublicPhoneCall"
"tr04621","Backup Bluff"
"tr04622","Bad Guys Play Pool"
"tr04623","Bottomless Magazines"
"tr04624","Central Theme"
"tr04625","Cherubic Choir"
"tr04626","Chronic Backstabbing Disorder"
"tr04627","CrimeSpreeMontage"
"tr04628","CynicIdealist Duo"
"tr04629","Death Equals Redemption"
"tr04630","Dramatic Ammo Depletion"
"tr04631","Former Teen Rebel"
"tr04632","Gentle Touch vs. Firm Hand"
"tr04633","HonestyAesop"
"tr04634","HorribleHousing"
"tr04635","Human Shield"
"tr04636","JuvenileHell"
"tr04637","Little Brother Is Watching"
"tr04638","OnlyKnownByHisNickname"
"tr04639","Railroad Tracks of Doom"
"tr04640","Social Services Does Not Exist"
"tr04641","Street Urchin"
"tr04642","TheRedeemer"
"tr04643","Threat Backfire"
"tr04644","Throw-Away Guns"
"tr04645","Unnecessary Roughness"
"tr04646","Visual Novel"
"tr04647","Come with Me If You Want to Live"
"tr04648","Cool and Unusual Punishment"
"tr04649","DefrostingIceKing"
"tr04650","Grin of Audacity"
"tr04651","Mouthy Kid"
"tr04652","Rousseau Was Right"
"tr04653","AchievementsInIgnorance"
"tr04654","All Animals Are Domesticated"
"tr04655","Big WHAT?!"
"tr04656","Can't Have Sex, Ever"
"tr04657","Comedic Underwear Exposure"
"tr04658","Dinosaur Doggie Bone"
"tr04659","Fluffy the Terrible"
"tr04660","Gag Penis"
"tr04661","Hairpin Lockpick"
"tr04662","Improv"
"tr04663","Mistaken for Gay"
"tr04664","No Sparks"
"tr04665","Play-Along Prisoner"
"tr04666","Real After All"
"tr04667","SarcasmBlind"
"tr04668","Socialite"
"tr04669","SteamrolledSmartGuy"
"tr04670","Stripping Snag"
"tr04671","The Klutz"
"tr04672","The Pratfall"
"tr04673","Unplanned Crossdressing"
"tr04674","Brainwashed"
"tr04675","Cannot Dream"
"tr04676","Derailing Love Interests"
"tr04677","Hollywood Kiss"
"tr04678","Hollywood Psych"
"tr04679","Hospital Hottie"
"tr04680","Hypno Fool"
"tr04681","Japanese Politeness"
"tr04682","Kissing Under the Influence"
"tr04683","Larynx Dissonance"
"tr04684","Love Revelation Epiphany"
"tr04685","PrivacyByDistraction"
"tr04686","Recurring Dreams"
"tr04687","Rhetorical Request Blunder"
"tr04688","Short-Distance Phone Call"
"tr04689","SlowMotion"
"tr04690","The Man in the Mirror Talks Back"
"tr04691","Wardrobe Wound"
"tr04692","Why Waste a Wedding?"
"tr04693","Age Cut"
"tr04694","Dead Hat Shot"
"tr04695","Greek Chorus"
"tr04696","Our Angels Are Different"
"tr04697","Religion Is Magic"
"tr04698","ThingsManWasNotMeantToKnow"
"tr04699","Captivity Harmonica"
"tr04700","During the War"
"tr04701","GentlemanAndAScholar"
"tr04702","Gratuitous English"
"tr04703","If My Calculations Are Correct"
"tr04704","It Has Been an Honor"
"tr04705","Language Barrier"
"tr04706","Music for Courage"
"tr04707","Nice Jewish Boy"
"tr04708","Officer and a Gentleman"
"tr04709","Tunnel King"
"tr04710","War for Fun and Profit"
"tr04711","We Need a Distraction"
"tr04712","Working-Class Hero"
"tr04713","Lady in Red"
"tr04714","Rite of Passage"
"tr04715","Southern Gentleman"
"tr04716","Ten Paces and Turn"
"tr04717","Virgin in a White Dress"
"tr04718","Bad to the Last Drop"
"tr04719","Breakout Character"
"tr04720","Christmas Episode"
"tr04721","Grammar Nazi"
"tr04722","High-School Sweethearts"
"tr04723","A Deadly Affair"
"tr04724","Based on a Great Big Lie"
"tr04725","Broken Tears"
"tr04726","Cultural Translation"
"tr04727","Hostility on the Set"
"tr04728","One-Hit Wonder"
"tr04729","Opera"
"tr04730","The Bad Guy Wins"
"tr04731","And Starring"
"tr04732","Bait-and-Switch Accusation"
"tr04733","Beautiful All Along"
"tr04734","Cluster F-Bomb"
"tr04735","Entertainingly Wrong"
"tr04736","Failed Attempt at Drama"
"tr04737","FanPreferredPairing"
"tr04738","GracefulUntilSheSpeaks"
"tr04739","I Am Very British"
"tr04740","I Resemble That Remark!"
"tr04741","Pygmalion Plot"
"tr04742","Pygmalion Snap Back"
"tr04743","SelfInsertFic"
"tr04744","The Not-Love Interest"
"tr04745","Training Montage"
"tr04746","Annoying Arrows"
"tr04747","Armor Is Useless"
"tr04748","Arrowgram"
"tr04749","Averted Trope"
"tr04750","BackToBackBadasses"
"tr04751","Badass Crew"
"tr04752","Bavarian Fire Drill"
"tr04753","Blade Lock"
"tr04754","Bow and Sword, in Accord"
"tr04755","Bright Is Not Good"
"tr04756","Broken Smile"
"tr04757","Cowardly Sidekick"
"tr04758","Fallen Hero"
"tr04759","Fancy Dinner"
"tr04760","Final Battle"
"tr04761","Foreign Ruling Class"
"tr04762","I'm Not Hungry"
"tr04763","In the Hood"
"tr04764","Ineffectual Sympathetic Villain"
"tr04765","Land in the Saddle"
"tr04766","Let's Get Dangerous!"
"tr04767","LionHeart"
"tr04768","MasterArcher"
"tr04769","Men of Sherwood"
"tr04770","Mook Lieutenant"
"tr04771","My Master, Right or Wrong"
"tr04772","Never Bareheaded"
"tr04773","NotSoHarmlessVillain"
"tr04774","On Patrol Montage"
"tr04775","People of Hair Color"
"tr04776","Princess Classic"
"tr04777","Psycho for Hire"
"tr04778","QuestionableCasting"
"tr04779","Railing Kill"
"tr04780","Revealing Skill"
"tr04781","Right in Front of Me"
"tr04782","Rightful King Returns"
"tr04783","Saintly Church"
"tr04784","Splitting the Arrow"
"tr04785","Stout Strength"
"tr04786","Sword Fight"
"tr04787","Take Our Word for It"
"tr04788","The Brute"
"tr04789","The Dead Have Names"
"tr04790","The Evil Prince"
"tr04791","The Full Name Adventures"
"tr04792","The Glomp"
"tr04793","The High Middle Ages"
"tr04794","The Pardon"
"tr04795","The Trickster"
"tr04796","The Usurper"
"tr04797","*Twang* Hello"
"tr04798","Villainous Valour"
"tr04799","Warrior Prince"
"tr04800","WeaponGripFailure"
"tr04801","YouFightLikeACow"
"tr04802","AffectionHatingKid"
"tr04803","Age-Appropriate Angst"
"tr04804","Annoying Younger Sibling"
"tr04805","BilingualRhyme"
"tr04806","Bolt of Divine Retribution"
"tr04807","BoringReligiousService"
"tr04808","Boys Like Creepy Critters"
"tr04809","Breakout Character"
"tr04810","CareerNotTaken"
"tr04811","Cat Concerto"
"tr04812","Cool Big Sis"
"tr04813","CreepyCave"
"tr04814","DIY Dentistry"
"tr04815","David vs. Goliath"
"tr04816","DerivativeWorks"
"tr04817","Disappointed in You"
"tr04818","Draco in Leather Pants"
"tr04819","Fence Painting"
"tr04820","Forced into Their Sunday Best"
"tr04821","Girl Next Door"
"tr04822","GoodBehaviorPoints"
"tr04823","Inconvenient Itch"
"tr04824","Insanity Defense"
"tr04825","KiddyCoveralls"
"tr04826","Mutual Envy"
"tr04827","Nap-Inducing Speak"
"tr04828","No Hero to His Valet"
"tr04829","Nobody Here but Us Birds"
"tr04830","OutSick"
"tr04831","Performance Anxiety"
"tr04832","PlayfulPursuit"
"tr04833","Puppy Love"
"tr04834","Relax-o-Vision"
"tr04835","SadisticTeacher"
"tr04836","Selective Enforcement"
"tr04837","SelfDefenestration"
"tr04838","SneakingSnacks"
"tr04839","Surprise Witness"
"tr04840","Taking the Heat"
"tr04841","The All-American Boy"
"tr04842","The Artful Dodger"
"tr04843","TheComplianceGame"
"tr04844","The Savage Indian"
"tr04845","ThreatenAllToFindOne"
"tr04846","Treasure Map"
"tr04847","TreatedWorseThanThePet"
"tr04848","TroublemakerHero"
"tr04849","CPR: Clean, Pretty, Reliable"
"tr04850","DapperPencilMustache"
"tr04851","Good Doc, Bad Doc"
"tr04852","Obstructive Bureaucrat"
"tr04853","Worst Aid"
"tr04854","Body in a Breadbox"
"tr04855","It Was Here, I Swear!"
"tr04856","Mistaken for Dying"
"tr04857","Punk in the Trunk"
"tr04858","Shotgun Wedding"
"tr04859","The Alibi"
"tr04860","The Villain Knows Where You Live"
"tr04861","Cowboy"
"tr04862","Dead Horse Trope"
"tr04863","Deadly Dust Storm"
"tr04864","Droste Image"
"tr04865","Bigger Is Better in Bed"
"tr04866","Caustic Critic"
"tr04867","Close-Knit Community"
"tr04868","Closer to Earth"
"tr04869","Community-Threatening Construction"
"tr04870","Drop-In Character"
"tr04871","Family of Choice"
"tr04872","Husky Russkie"
"tr04873","I Just Like Saying the Word"
"tr04874","Kick Me Prank"
"tr04875","One Normal Night"
"tr04876","ParentalRelationshipApproval"
"tr04877","Quirky Household"
"tr04878","Sitcom"
"tr04879","Slobs vs. Snobs"
"tr04880","Stock Legal Phrases"
"tr04881","StrawmanPolitical"
"tr04882","Twitchy Eye"
"tr04883","Word Association Test"
"tr04884","ZigzaggedTrope"
"tr04885","All Germans Are Nazis"
"tr04886","Battle Epic"
"tr04887","Battle-Halting Duel"
"tr04888","Black Cloak"
"tr04889","Black Knight"
"tr04890","Bloodless Carnage"
"tr04891","Braids of Action"
"tr04892","Christianity Is Catholic"
"tr04893","Church Militant"
"tr04894","Cock Fight"
"tr04895","Combat by Champion"
"tr04896","Doomed Moral Victor"
"tr04897","DyingSpeech"
"tr04898","Epic Movie"
"tr04899","Exposition"
"tr04900","Faceless Goons"
"tr04901","Fantasy Counterpart Culture"
"tr04902","Good Republic, Evil Empire"
"tr04903","Heroic Comedic Sociopath"
"tr04904","Hollywood Tactics"
"tr04905","I Surrender, Suckers"
"tr04906","In Its Hour of Need"
"tr04907","Light Is Not Good"
"tr04908","Medieval Morons"
"tr04909","Modest Royalty"
"tr04910","Reckless Sidekick"
"tr04911","SortingAlgorithmOfVillainThreat"
"tr04912","SpecialEffectsFailure"
"tr04913","Spikes of Villainy"
"tr04914","TakeNoPrisoners"
"tr04915","The Blacksmith"
"tr04916","The Dung Ages"
"tr04917","The Horde"
"tr04918","The Man Makes the Weapon"
"tr04919","The Wise Prince"
"tr04920","Tin Tyrant"
"tr04921","Unexplained Recovery"
"tr04922","Warrior Poet"
"tr04923","WordSalad"
"tr04924","Acme Products"
"tr04925","Lawful Stupid"
"tr04926","Altar the Speed"
"tr04927","Last Wish Marriage"
"tr04928","Locked Out of the Loop"
"tr04929","Dawn of the Wild West"
"tr04930","Doomed Contrarian"
"tr04931","Fight to Survive"
"tr04932","Men Are the Expendable Gender"
"tr04933","NumberOfObjectsTitle"
"tr04934","Pre-Climax Climax"
"tr04935","Robinsonade"
"tr04936","The Great Repair"
"tr04937","The Natives Are Restless"
"tr04938","WhatDoesSheSeeInHim"
"tr04939","Sports Stories"
"tr04940","Villainy-Free Villain"
"tr04941","Continuation"
"tr04942","Blackmail"
"tr04943","Dramatically Missing the Point"
"tr04944","Fate Drives Us Together"
"tr04945","FightFireWithFire"
"tr04946","Fired Teacher"
"tr04947","Give Me a Sign"
"tr04948","I Uh You, Too"
"tr04949","Live-Action TV Tropes"
"tr04950","Named by the Adaptation"
"tr04951","Romantic Wingman"
"tr04952","Scare Dare"
"tr04953","TormentedTeacher"
"tr04954","Aesop"
"tr04955","Animation Bump"
"tr04956","Argument of Contradictions"
"tr04957","BFG"
"tr04958","Bag of Kidnapping"
"tr04959","BulletHoleSpelling"
"tr04960","Bumbling Dad"
"tr04961","Cape Swish"
"tr04962","Color Failure"
"tr04963","Conjoined Eyes"
"tr04964","Construction Is Awesome"
"tr04965","Cool Boat"
"tr04966","DangledByAGiant"
"tr04967","Disney School of Acting and Mime"
"tr04968","Disneyesque"
"tr04969","Dope Slap"
"tr04970","Hidden Heart of Gold"
"tr04971","High-Pressure Emotion"
"tr04972","HookHumiliation"
"tr04973","Hyperspace Arsenal"
"tr04974","Lilliputians"
"tr04975","Mass Oh, Crap!"
"tr04976","Motor Mouth"
"tr04977","MusicMashup"
"tr04978","Non-Standard Character Design"
"tr04979","Off-Model"
"tr04980","Overly Long Name"
"tr04981","Prevent the War"
"tr04982","Public Domain Animation"
"tr04983","RankScalesWithAsskicking"
"tr04984","Rotoscoping"
"tr04985","Scooby Stack"
"tr04986","SlapFight"
"tr04987","SlidingScaleOfAdaptationModification"
"tr04988","Spin-Off"
"tr04989","Super Speed"
"tr04990","The Twelve Principles of Animation"
"tr04991","Trrrilling Rrrs"
"tr04992","Try to Fit THAT on a Business Card!"
"tr04993","Abandoned Area"
"tr04994","City of Gold"
"tr04995","Creepy Crows"
"tr04996","DeathbedPromotion"
"tr04997","Disconnected by Death"
"tr04998","Hijacked by Jesus"
"tr04999","InspirationForTheWork"
"tr05000","Jungle Opera"
"tr05001","Multiple Gunshot Death"
"tr05002","Religion of Evil"
"tr05003","Rope Bridge"
"tr05004","Team Pet"
"tr05005","The Western"
"tr05006","WesternUnionMan"
"tr05007","Arms Dealer"
"tr05008","Backstory"
"tr05009","Higher Understanding Through Drugs"
"tr05010","Multiple Endings"
"tr05011","Non-Specifically Foreign"
"tr05012","Phony Psychic"
"tr05013","RealLanguageRepresentsFictional"
"tr05014","Spurned into Suicide"
"tr05015","Ash Face"
"tr05016","Facepalm"
"tr05017","AlbinosAreFreaks"
"tr05018","Big Good"
"tr05019","Creepy Uncle"
"tr05020","Diabolical Mastermind"
"tr05021","DomesticAbuser"
"tr05022","Evil Uncle"
"tr05023","Farm Boy"
"tr05024","Fat Bastard"
"tr05025","Flashed-Badge Hijack"
"tr05026","Implied"
"tr05027","Mini Series"
"tr05028","Psychological Thriller"
"tr05029","Screw the Rules, I Make Them!"
"tr05030","The Infiltration"
"tr05031","Transparent Closet"
"tr05032","AFamilyAffair"
"tr05033","HesNotMyBoyfriend"
"tr05034","Ladykiller in Love"
"tr05035","Not Like Other Girls"
"tr05036","Official Kiss"
"tr05037","Orphanage of Love"
"tr05038","Rule of Romantic"
"tr05039","Twerp Sweating"
